id_caso,anio,mes,dia,codigo_dane_de_municipio,municipio,departamento,region,modalidad,presunto_responsable,descripcion_presunto_responsable,abandono_o_despojo_forzado_de_tierras,amenaza_o_intimidacion,ataque_contra_mision_medica,confinamiento_o_restriccion_a_la_movilidad,desplazamiento_forzado,extorsion,lesionados_civiles,pillaje,tortura,total_victimas_caso,forma_vinculacion,tipo_vinculacion,latitud_longitud,anio_valido,mes_valido,dia_valido,decada,latitud,longitud,alto_impacto,total_hechos
152.888,2.004,4,0,05585,PUERTO NARE,ANTIOQUIA,MAGDALENA MEDIO,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,1,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-74.5716887665 6.2194810893),2004,4,,2000-2009,6.2194810893,-74.5716887665,0,1
207.556,2.001,4,25,05756,SONSON,ANTIOQUIA,ORIENTE ANTIOQUEÑO,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,1,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-74.82807326 5.837681474),2001,4,25,2000-2009,5.837681474,-74.82807326,0,1
209.268,0.0,0,0,05234,DABEIBA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-76.31426328 6.992243782),,,,SIN INFORMACION,6.992243782,-76.31426328,0,0
225.057,1.988,0,0,68689,SAN VICENTE DE CHUCURI,SANTANDER,MAGDALENA MEDIO,COACCIÓN,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-73.53900334 6.894292346),1988,,,1980-1989,6.894292346,-73.53900334,0,0
228.661,1.998,2,15,66456,MISTRATO,RISARALDA,EJE CAFETERO,PERSUASIÓN,GUERRILLA,ERG,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-75.90432634 5.416268487),1998,2,15,1990-1999,5.416268487,-75.90432634,0,0
229.622,1.993,1,11,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,ENGAÑO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-73.627486 4.127404),1993,1,11,1990-1999,4.127404,-73.627486,0,0
236.057,1.998,2,16,05660,SAN LUIS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-74.80691316 6.063828223),1998,2,16,1990-1999,6.063828223,-74.80691316,0,0
238.584,1.998,12,1,66594,QUINCHIA,RISARALDA,EJE CAFETERO,PERSUASIÓN,GUERRILLA,DISIDENCIA EPL,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-75.7304126 5.34044568),1998,12,1,1990-1999,5.34044568,-75.7304126,0,0
244.955,2.0,4,15,05837,TURBO,ANTIOQUIA,URABA,COACCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,1,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-76.5740377 8.173851745),2000,4,15,2000-2009,8.173851745,-76.5740377,1,1
252.216,2.001,7,1,73001,IBAGUE,TOLIMA,NORTE DEL TOLIMA,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-75.252591 4.451921427),2001,7,1,2000-2009,4.451921427,-75.252591,0,0
253.262,2.001,9,10,17541,PENSILVANIA,CALDAS,EJE CAFETERO,PERSUASIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.16683996 5.407187836),2001,9,10,2000-2009,5.407187836,-75.16683996,1,0
254.148,2.001,10,28,73283,FRESNO,TOLIMA,NORTE DEL TOLIMA,PERSUASIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.035722 5.153576),2001,10,28,2000-2009,5.153576,-75.035722,1,0
259.141,2.002,6,12,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-75.875576 8.74513),2002,6,12,2000-2009,8.74513,-75.875576,0,1
272.04,2.004,7,17,05055,ARGELIA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,"UTILIZACIÓN EN ACTIVIDADES DOMÉSTICAS, DE TRANSPORTE O MENSAJERÍA",POINT (-75.09469795 5.708114524),2004,7,17,2000-2009,5.708114524,-75.09469795,0,0
272.684,2.004,9,0,05091,BETANIA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,COACCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,0,1,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.98689107 5.727081285),2004,9,,2000-2009,5.727081285,-75.98689107,0,1
278.62,2.005,4,15,97161,CARURU,VAUPES,AMAZONIA SUR-ORIENTAL,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,COLECTIVO,RECLUTAMIENTO,POINT (-71.33093035 1.052762314),2005,4,15,2000-2009,1.052762314,-71.33093035,0,0
301.813,2.005,12,1,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.78211646 7.054074558),2005,12,1,2000-2009,7.054074558,-73.78211646,0,0
301.815,2.004,5,1,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,DESCONOCIDA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-78.61540963 1.574550638),2004,5,1,2000-2009,1.574550638,-78.61540963,0,0
301.816,1.984,9,6,41298,GARZON,HUILA,SUR DEL HUILA,PERSUASIÓN,GUERRILLA,M19,0,0,0,0,0,0,0,0,0,150,COLECTIVO,RECLUTAMIENTO,POINT (-75.57131243 2.172441496),1984,9,6,1980-1989,2.172441496,-75.57131243,1,0
301.967,2.005,12,1,27001,QUIBDO,CHOCO,ATRATO,DESCONOCIDA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-76.65015147 5.7543229),2005,12,1,2000-2009,5.7543229,-76.65015147,0,0
301.969,0.0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,M19,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4),,,,SIN INFORMACION,4.0,-72.0,0,0
301.97,0.0,0,0,EXVEN,FRONTERA VENEZUELA,EXTERIOR,SIN INFORMACION,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72.73 9.1),,,,SIN INFORMACION,9.1,-72.73,0,0
301.971,0.0,0,0,EXVEN,FRONTERA VENEZUELA,EXTERIOR,SIN INFORMACION,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72.73 9.1),,,,SIN INFORMACION,9.1,-72.73,0,0
301.973,2.005,9,25,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2005,9,25,2000-2009,4.262454746,-69.52140483,0,0
301.974,1.994,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),1994,,,1990-1999,4.262454746,-69.52140483,0,0
301.975,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
301.976,1.999,10,12,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),1999,10,12,1990-1999,4.262454746,-69.52140483,0,0
301.977,2.0,3,14,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2000,3,14,2000-2009,4.262454746,-69.52140483,0,0
301.978,2.0,12,27,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2000,12,27,2000-2009,4.262454746,-69.52140483,0,0
301.979,2.001,9,30,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2001,9,30,2000-2009,4.262454746,-69.52140483,0,0
301.98,2.002,3,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2002,3,1,2000-2009,4.262454746,-69.52140483,0,0
301.981,2.002,7,30,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2002,7,30,2000-2009,4.262454746,-69.52140483,0,0
301.982,2.002,8,13,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2002,8,13,2000-2009,4.262454746,-69.52140483,0,0
301.983,2.003,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,3,MÚLTIPLE,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2003,1,1,2000-2009,4.262454746,-69.52140483,1,0
301.986,2.004,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2004,1,1,2000-2009,4.262454746,-69.52140483,0,0
301.988,2.004,6,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2004,6,1,2000-2009,4.262454746,-69.52140483,0,0
301.989,2.004,7,29,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2004,7,29,2000-2009,4.262454746,-69.52140483,0,0
301.99,2.004,11,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,AGENTE DEL ESTADO,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2004,11,1,2000-2009,4.262454746,-69.52140483,0,0
301.991,2.004,11,5,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2004,11,5,2000-2009,4.262454746,-69.52140483,0,0
301.992,2.004,11,24,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2004,11,24,2000-2009,4.262454746,-69.52140483,0,0
301.993,2.005,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2005,1,1,2000-2009,4.262454746,-69.52140483,0,0
301.994,2.005,4,22,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2005,4,22,2000-2009,4.262454746,-69.52140483,0,0
301.995,2.005,8,27,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2005,8,27,2000-2009,4.262454746,-69.52140483,0,0
301.996,2.005,9,6,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2005,9,6,2000-2009,4.262454746,-69.52140483,0,0
301.997,2.005,11,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2005,11,1,2000-2009,4.262454746,-69.52140483,0,0
301.998,2.006,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2006,1,1,2000-2009,4.262454746,-69.52140483,0,0
301.999,2.006,5,8,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2006,5,8,2000-2009,4.262454746,-69.52140483,0,0
302.0,2.006,6,5,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2006,6,5,2000-2009,4.262454746,-69.52140483,0,0
302.001,2.007,4,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2007,4,1,2000-2009,4.262454746,-69.52140483,0,0
302.002,2.007,4,25,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO POSDESMOVILIZACIÓN,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2007,4,25,2000-2009,4.262454746,-69.52140483,0,0
302.003,2.007,5,2,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2007,5,2,2000-2009,4.262454746,-69.52140483,0,0
302.004,2.007,12,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2007,12,1,2000-2009,4.262454746,-69.52140483,0,0
302.005,2.008,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2008,1,1,2000-2009,4.262454746,-69.52140483,0,0
302.006,2.008,9,18,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,1,MÚLTIPLE,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2008,9,18,2000-2009,4.262454746,-69.52140483,0,0
302.008,2.01,2,3,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2010,2,3,2010-2019,4.262454746,-69.52140483,0,0
302.009,2.005,8,30,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2005,8,30,2000-2009,4.262454746,-69.52140483,0,0
302.01,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.011,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.012,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.013,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.015,2.0,2,15,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),2000,2,15,2000-2009,4.262454746,-69.52140483,0,0
302.016,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.017,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.018,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.019,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.02,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.021,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.022,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.023,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.024,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.025,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.026,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.027,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.028,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.029,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.03,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.031,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.032,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.033,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.034,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.035,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.036,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.037,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.038,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
302.039,0.0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.52140483 4.262454746),,,,SIN INFORMACION,4.262454746,-69.52140483,0,0
